Source_ID,data_id_code,title,language,abstract,provider,published_year,data_public,licence,dataset_citation,domain_class,DOI,URL
195,noaa_gom_wetland_2013,Gulf of Mexico Data Atlas - Wetlands,english,"Coastal zone managers and researchers often require detailed information regarding emergent marsh vegetation types for modeling habitat capacities and needs of marsh-reliant wildlife (such as waterfowl and alligator). Detailed information on the extent and distribution of marsh vegetation zones throughout the Northern Gulf coast has been historically unavailable. In response, the U.S. Geological Survey, in collaboration with the Gulf Coast Joint Venture, the University of Louisiana-Lafayette, Ducks Unlimited, Inc., and Texas A&M University - Kingsville, has produced a classification of four types of marsh vegetation for Texas, Louisiana, Mississippi, and Alabama. This study incorporates approximately 8,800 ground reference locations collected via helicopter surveys in coastal Texas and Louisiana marsh areas. These data were used for assessing accuracy. Decision-tree analyses using Rulequest See5 were used to classify emergent marsh vegetation types by using these data, multitemporal satellite-based multispectral imagery from 2010, a bare-earth digital elevation model (DEM) based on airborne light detection and ranging (lidar), alternative contemporary land cover classifications, and other spatially explicit variables believed to be important for delineating the extent and distribution of marsh vegetation communities. Image objects were generated from segmentation of high-resolution airborne imagery acquired in 2010 and were used to refine the classification.

The classification was developed in two phases. The first phase extended from Corpus Christi, Texas to the Sabine River, Louisiana and the second phase extended from the Sabine River, Louisiana to the the Perdido River, Alabama. An alternative classification containing only three marsh types was created for coastal Texas, in which, intermediate and brackish marsh were combined into a single class. For more information, please see the U.S. Geological Survey Investigations Report titled ""Delineation of Marsh Types of the Texas Coast from Corpus Christi Bay to the Sabine River in 2010."" The marsh vegetation classes and ground reference locations for Louisiana can also be viewed in the Coastwide Reference Monitoring System (CRMS) interactive viewer where it can be compared with historical vegetation classification layers. A poster of the Louisiana map is also available.

This study provides a more objective and repeatable method for classifying marsh types of the Northern Gulf coast at an extent and greater level of detail than previously available for the study area. The seamless classification produced through this work is now available to help State agencies and landscape-scale conservation partnerships (such as the Gulf Coast Prairie Landscape Conservation Cooperative and the Gulf Coast Joint Venture) to develop and (or) refine conservation plans targeting priority natural resources. Moreover, these data may improve projections of landscape change and serve as a baseline for monitoring future changes resulting from chronic and episodic stressors.",U.S. Geological Survey; National Wetlands Research Center; National Centers for Environmental Information; NOAA,,FALSE,Unknown,"Enwright N, Hartley S, Couvillion B, Brasher M, Visser J, Mitchell M, Ballard B, Parr M, Wilson B. Four-Class Marsh Vegetation Type for Coastal Texas, Louisiana, and Mississippi In Gulf of Mexico Data Atlas [Internet]. Stennis Space Center (MS): National Centers for Environmental Information; 2015. [1 screen]. Available from: https://gulfatlas.noaa.gov/.",Regional,NA,https://www.ncei.noaa.gov/maps/gulf-data-atlas/atlas.htm
196,noaa_gom_marine_2012,Gulf of Mexico Data Atlas - Hydrocarbon Seeps,english,"Since 1997, Bureau of Ocean Energy Management, Regulation, and Enforcement (BOEMRE) geoscientists have identified and mapped over 12,000 seafloor seismic amplitude anomalies (areas of anomalously high or low reflectivity response over background response) in the deep water Gulf of Mexico (GOM) using 3-D time migrated seismic surveys, with most areas having overlapping coverage by two or more surveys (a total of 156,000 square miles were interpreted). The water bottom horizon was completely mapped over these surveys using hand interpreted seed lines, and Geoframe's automatic picking program to fill in the gaps. The seismic amplitude was then displayed in plan view. Anomalously high positive and low positive/negative amplitudes were identified and outlined using polygons. The amplitude maps were cross checked with the vertical seismic profiles to verify the interpretation. Below most of the amplitude anomalies, blanking and/or visible migration pathways are visible in vertical seismic profiles in the subsurface up to the water bottom. Well over 100 of the anomalies have been confirmed as seeps using submersible, ROV, AUV, and camera sled surveys, piston cores and trawls, by BOEMRE, NOAA, and industry contractors.",BOEMRE Gulf of Mexico OCS Region; National Centers for Environmental Information; NOAA,,TRUE,Unknown,"Sinclair J, Shedd W. Petroleum Hydrocarbon Seeps in Deep Waters of the Central and Western Gulf of Mexico In Gulf of Mexico Data Atlas [Internet]. Stennis Space Center (MS): National Centers for Environmental Information; 2012. [1 screen]. Available from: https://gulfatlas.noaa.gov.",Regional,NA,https://www.boem.gov/oil-gas-energy/mapping-and-data/map-gallery/seismic-water-bottom-anomalies-map-gallery
197,noaa_gom_seagrass_2011,Gulf of Mexico Data Atlas - Submerged Aquatic Vegetation - Gulf-wide,english,"Seagrass ecosystems are among the most productive and valuable benthic habitats found in the in the waters of the Gulf of Mexico region. They support a diverse array of ecological and habitat functions, as well as various human activities along the Gulf Coast. Maintaining and improving the health of seagrass ecosystems and all coastal and marine ecosystems are essential for ensuring the ecological and economic health of the Gulf of Mexico region. Seagrass habitats provide nursery areas for extensive recreationally and commercially significant marine life by providing spawning and foraging habitat for many species of finfish, shellfish, and crustaceans. Smaller species and juveniles find protection from predation in seagrass canopy cover. Seagrasses provide food and feeding habitat for wintering waterfowl and other water birds. Seagrasses also support many threatened and endangered species, such as sea turtles, manatees, and bottlenose dolphins, which eat seagrass leaves and/or feed on smaller animals found in seagrass habitats. Epiphytes and benthic organisms attach to and colonize seagrasses, providing food for many marine animals. The extensive plant biomass of seagrass beds feeds bacteria and microscopic animals at the base of a complex food web. Seagrass roots and rhizomes form an intricately interwoven, underground mat that stabilizes the shallow bottom sediment on the seafloor, while simultaneously contributing to water clarity and decreasing wave energy by trapping sediment through waves and currents in their leaves. Trapping sediment cleanses the water from fine particles, and uptake of dissolved nutrients by seagrass will reduce the overgrowth of algae as well, thereby significantly improving water quality. Changes in seagrass habitat distribution can indicate decreased water quality and poor overall health of coastal waters. Loss of seagrass habitats can lead not only to decreased water quality, but also to increased water column turbidity, shoreline erosion, and the loss of the varied habitat functions that seagrass ecosystems provide. The many valuable functions provided by seagrass habitats support the ecosystem and contribute to economic activities. Commercial and recreational fisheries and tourism are several of the top industries in the Gulf region. These activities bring hundreds of millions of dollars into local communities and are directly influenced by the health and productivity of such marine ecosystems as seagrass habitats.",Texas Parks and Wildlife Department; NOAA/NESDIS/NODC/NCDDC-National Coastal Data Development Center; U.S. Geological Survey; National Centers for Environmental Information,,TRUE,Unknown,Handley L. Submerged Aquatic Vegetation In Gulf of Mexico Data Atlas [Internet]. Stennis Space Center (MS): National Centers for Environmental Information; 2011. [1 screen]. Available from: https://gulfatlas.noaa.gov/.,Regional,NA,https://www.ncei.noaa.gov/maps/gulf-data-atlas/atlas.htm
198,iucn_get_m2.1_2021,Epipelagic ocean waters,english,"This uppermost ocean layer (0-200m depth) is the most influenced by the atmosphere, and is defined and structured by light availability. Photosynthesis in these ecosystems accounts for half of all global carbon fixation. That productivity supports diverse marine life, including many visual predators, like tuna, that rely on the high light environment. Migration is a common life history trait across all groups: either vertical – rising from the depths to feed at the surface at night to evade daytime predators; or horizontal – between breeding and feeding grounds. Detritus from this zone is an important nutrient source for lower oceanic layers.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Ferrer-Paris, J. R., & Keith, D. A. (2021). Indicative distribution map for Ecosystem Functional Group M2.1 Epipelagic ocean waters (M2.1.web.orig v2.1) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090912",Global,https://doi.org/10.5281/zenodo.5090912,https://zenodo.org/records/5090911
199,iucn_get_m2.2_2021,Mesopelagic ocean water,english,"This very low light ‘twilight zone’ (~200-1000m depth) divides the surface epipelagic waters from the deep ocean. Sunlight is too dim for photosynthesis, but in the upper mesopelagic zone there is enough to enable some visual predators to exploit their prey. Often used as a refuge by species that migrate upward at night to feed in more productive epipelagic waters when predation risk is lower, it supports a high but unknown biomass of fish and planktonic detritivores, relying on flux of nutrients from upper oceanic layers. Low oxygen zones can form where patches of high biological activity deplete this limited resource. Bioluminescence is a common trait in mesopelagic organisms.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M2.2 Mesopelagic ocean water (M2.2.web.orig v2.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090914",Global,https://doi.org/10.5281/zenodo.5090914,https://zenodo.org/records/5090913
200,iucn_get_m2.3_2021,Bathypelagic ocean waters,english,"These deep (~1000-3000m depth), open-ocean ecosystems receive no sunlight and rely on detritus from upper layers for nutrients. Other resources such as oxygen are replenished via the ‘global ocean conveyer belt’ (thermohaline circulation) that starts when distant, polar surface waters cool and sink. With no primary producers, life is limited to groups like zooplankton, jellyfish, crustaceans, cephalopods and fish like the gulper eel. Common adaptations that enable animals to live under high pressure and no light include slow metabolism, long generation lengths and low density bodies.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M2.3 Bathypelagic ocean waters (M2.3.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090916",Global,https://doi.org/10.5281/zenodo.5090916,https://zenodo.org/records/5090915
201,iucn_get_m2.4_2021,Abyssopelagic ocean waters,english,"At greater depths (~3,000-6,000m) than bathypelagic systems, these very deep open ocean ecosystems receive no light and rely solely on debris from upper layers for nutrients. Other resources such as oxygen are replenished via the ‘global ocean conveyer belt’ (thermohaline circulation) that starts when distant, polar surface waters cool and sink. There is a low diversity and low density of life, largely planktonic detritivores, along with some gelatinous invertebrates and scavenging or predatory fish like the anglerfish. Life histories body structures and physiological traits are adapted to the very high pressure and lack of light (e.g. non-visual sensory organs, specialised metabolic proteins, and low density body structures).",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M2.4 Abyssopelagic ocean waters (M2.4.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090918",Global,https://doi.org/10.5281/zenodo.5090918,https://zenodo.org/records/5090917
202,iucn_get_m2.5_2021,Sea ice,english,"These seasonally frozen surface waters in polar oceans are one of the most dynamic ecosystems on earth. The sea-ice itself provides habitat for ice-dependent species, such as the microalgal and microbial communities that form the basis of communities in waters below, while plankton, fish and marine birds and mammals feed on and around the ice. Sea-ice plays a crucial role in both pelagic marine ecosystems and biogeochemical processes like ocean-atmosphere gas exchange.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M2.5 Sea ice (M2.5.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090920",Global,https://doi.org/10.5281/zenodo.5090920,https://zenodo.org/records/5090919
203,iucn_get_m3.1_2021,Continental and island slopes,english,"These lightless slopes of sand, mud and rocky outrops run down from the shallower shelf break to the very deep abyssal basins. Nutrients falling from upper ocean layers and delivered by currents from the shelf support diverse communities of microbial decomposers, detritivores like crabs and demersal fish, and their predators, but sessile animals are rare and algae are absent. Biomass is relatively low and peaks at mid-slope, diminishing with depth as food and temperature decrease and bathymetric pressure increases.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M3.1 Continental and island slopes (M3.1.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090976",Global,https://doi.org/10.5281/zenodo.5090976,https://zenodo.org/records/5090975
204,iucn_get_m3.2_2021,Submarine canyons,english,"Submarine canyons house some of the most productive and diverse deep sea ecosystems. They can disrupt local currents and channel nutrients from the continental shelves into ocean basins. The flux of nutrients promotes productivity, with high densities of burrowing organisms can live in muddy or sandy bottoms, and filter feeders like cold-water corals inhabit the rocky walls. Canyons provide important shelter, spawning and nursery areas and feeding grounds for many organisms including non-resident megafauna like whales.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M3.2 Submarine canyons (M3.2.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090978",Global,https://doi.org/10.5281/zenodo.5090978,https://zenodo.org/records/5090977
205,iucn_get_m3.3_2021,Abyssal plains,english,"These ecosystems on the very deep seafloors (3000-6000m) of all oceans support a low biomass but high diversity of small invertebrates and microbes, along with larger crustaceans, demersal fish and echinoderms like starfish. Tracks and burrows of larger organisms in fine sediments that may be up to thousands of metres thick, structure habitat for smaller invertebrates. The absence of light, scarcity of food, and extreme hydrostatic pressures limit the density and biomass of organisms as well as the interactions among them. Inaccessible and little known, exploration of these ecosystems continue to reveal large numbers of species new to science.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M3.3 Abyssal plains (M3.3.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090980",Global,https://doi.org/10.5281/zenodo.5090980,https://zenodo.org/records/5090979
206,iucn_get_m3.4_2021,"Seamounts, ridges and plateaus",english,"These deep, lightless ecosystems are centred on major geomorphic features of deep ocean floors. These elevated features interrupt lateral ocean currents and generate upwelling of nutrients. This promotes productivity in surface waters, which returns to depths as detritus. The input of these resources, combined with varied rocky micohabitats, unlike the sand and mud around them, supports diverse communities of immobile filter feeders (e.g. sponges), mobile benthic organisms (e.g. molluscs and starfish), and large aggregations of fish, especially around seamounts.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M3.4 Seamounts, ridges and plateaus (M3.4.web.orig v2.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090982",Global,https://doi.org/10.5281/zenodo.5090982,https://zenodo.org/records/5090981
207,iucn_get_m3.5_2021,Deepwater biogenic beds,english,"Relatively complex three-dimensional structures are formed by slow-growing, filter-feeders like sponges, corals and bivalves. Without light, they rely on currents and fallout from upper ocean layers for energy and also nutrients. However, their structural complexity provides habitats for a great diversity of dependent species including symbionts, microbial biofilms and associated grazers, and filter-feeding epifauna. Mobile predators like crabs and benthic demersal fish contribute to diverse communities.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M3.5 Deepwater biogenic beds (M3.5.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090984",Global,https://doi.org/10.5281/zenodo.5090984,https://zenodo.org/records/5090983
208,iucn_get_m3.6_2021,Hadal trenches and troughs,english,"The deepest ocean trenches, up to 11 km beneath the surface, are the least explored marine ecosystems. They are also one of the most extreme, with no sunlight, low temperatures, nutrient scarcity and hydrostatic pressures of 600 to 1100 atmospheres, extending beyond the limits to vertebrate life. The major sources of nutrients and carbon are fallout from upper layers, drifts of fine sediment and landslides. Most organisms are scavengers and detrivores, like the supergiant amphipod, with abundance of predatory fish and crustaceans diminishing with depth.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M3.6 Hadal trenches and troughs (M3.6.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090986",Global,https://doi.org/10.5281/zenodo.5090986,https://zenodo.org/records/5090985
209,iucn_get_m3.7_2021,Chemosynthetic-based-ecosystems (CBE),english,"In these very deep, high pressure ecosystems, primary productivity is fuelled by chemical compounds as energy sources instead of light (chemoautotrophy). This group of productive deep sea ecosystems include: 1) hydrothermal vents on mid-ocean ridges and volcanically active seamounts, where temperatures may reach 400°C; 2) cold seeps typically on continental slopes; and 3) large organic falls of whales or wood. These specialised environments have high biomass but low diversity of organisms including microbes, tubeworms and shrimps, many of which are locally unique.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M3.7 Chemosynthetic-based-ecosystems (CBE) (M3.7.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5090988",Global,https://doi.org/10.5281/zenodo.5090988,https://zenodo.org/records/5090987
210,iucn_get_m4.1_2021,Submerged artificial structures,english,"Submerged structures, including rubble piles, ship wrecks, oil and gas infrastructure and artificial reefs provide vertically oriented hard substrates for marine organisms in coastal waters worldwide. Sedentary filter feeders like sponges and barnacles take advantage of access to plankton in ocean currents. Their excretions support high abundances of other invertebrates and fish, while organisms beneath the structures feed on nutrients falling to the bottom, particularly after storm events. Some types of structure increase exposure to light, noise and chemical pollution and may promote the spread of invasive species.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M4.1 Submerged artificial structures (M4.1.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5091039",Global,https://doi.org/10.5281/zenodo.5091039,https://zenodo.org/records/5091039
211,iucn_get_m4.2_2021,Marine aquafarms,english,"High-productivity marine aquafarms are enclosed areas for the breeding, rearing, and harvesting of marine plants and animals, including finfish like salmon, molluscs, crustaceans, and algae. These low-diversity communities are dominated by the harvested species, maintained at a high densities. Non-harvested species may be controlled as pests, using antibiotics, herbicides, or culling. Aquafarms in coastal or open ocean waters are exposed to associated physical processes, but on land they are in environmentally controlled tanks and ponds.",IUCN; University of New South Wales,,TRUE,Creative Commons Attribution 4.0 International,"Keith, D. A., & Ferrer-Paris, J. R. (2021). Indicative distribution map for Ecosystem Functional Group M4.2 Marine aquafarms (M4.2.web.orig v1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5091041",Global,https://doi.org/10.5281/zenodo.5091041,https://zenodo.org/records/5091041
212,urjc_spain_eco_2022,Spanish terrestrial ecosystem types,english,"Assessing the spatial and temporal changes in ecosystems is essential to account for natural capital contribution to human well-being. However, various methods to quantify these changes challenge the development of reliable values which can be integrated into national statistical accounts. Following the international system of environmental-economic accounting framework, which recently adopts an ecosystem accounting standard. We present a novel approach to develop an ecosystem extent account from existing ecosystem classifications. This study shows the spatial and statistical extent account of 26 ecosystems (i.e. forests, grasslands, croplands, and urban, among others) between 1970 and 2015 at the national scale. Extent accounts were developed at a resolution of 25 m and provided reliable information on how ecosystem types have changed over time in Spain. Our results reflect three main patterns in the extension account: (i) an increase in forest ecosystems, (ii) a considerable decrease in agroecosystems (especially annual croplands), and (iii) substantial development of urban areas. To the best of our knowledge, this method is the first attempt to develop a robust methodology to measure the extent of ecosystems at the national level. The proposed approach is crucial for a strong knowledge of ecosystem dynamics and their implications for ecosystem conditions and services at a national level. This has potential applications in urban planning, green infrastructure development, and multiple uses for territory management and policies, integrating natural capital into official statistics and mainstreaming ecosystems into national-level planning and monitoring processes.",Rey Juan Carlos University,,FALSE,Unknown,"Bruzón, A. G., Arrogante-Funes, P., de Anguita, P. M., Novillo, C. J., & Santos-Martín, F. (2022). How the ecosystem extent is changing: A national-level accounting approach and application. Science of the Total Environment, 815, 152903.",Spain,Map dataset made available via personal Google Drive but it is from  Philippines' 2020 land cover map accessible only with permission from NAMRIA(government mapping agency). Unsure if Author has licence to redistribute as the map is exact copy.  Main Download page (https://www.iges.or.jp/en/pub/forest-map-ph2020/en) has CC_BY licence so file should be good. Accuracy was not given but visual inspections looks highly detailed and even delineates small patches (e.g. marine farms).  25 meter mangrove class;,https://www.sciencedirect.com/science/article/pii/S0048969721079821?casa_token=RZxvpGszdV8AAAAA:0rfgvQsKvZeDAtOmcr0_J0QENSs0V9OvMkkw8Etcc_F1sLsm8Axfa37WlyzFAkZBLI3TkN1wWZg#ab0015
213,nswgov_nsw_veg_2012,Vegetation Formations and Classes of NSW (version 3.03 - 200m Raster),english,"This vegetation map shows the extant distributions of vegetation classes throughout NSW, and provides users with information about the resolution, currency and uncertainties in the underlying data that were used to assemble the map. Data represents NSW native vegetation extent, compiled from various vegetation maps using methods outlined in Simpson et al. (2011) and in Keith and Simpson (2010). 

The NSW vegetation map (version 2.2, Keith and Simpson 2006) was revised by interpreting additional candidate maps as vector layers and synthesising these into a single raster-based data set. This involved eight steps: developing a comprehensive 'standard' classification of vegetation classes for NSW; collating and standardising the projection and format of candidate source maps; assigning vegetation units of source maps to NSW vegetation classes; assessing the spatial resolution, currency and reliability of candidate source maps; assembling a composite map from candidate source maps to maximise reliability; applying a spatial mask to represent extant native vegetation; adjusting spatial resolution by dissolving small polygons and converting to 200 m raster; attributing the spatial resolution, currency and reliability of the underlying source data sets. 

The classification of 106 vegetation classes described by Keith (2004) was adopted as the framework for preparation of version 3.03 of the NSW vegetation map. Polygons from the ""Estuarine macrophytes CCA"" dataset of less than 0.1 ha were eliminated. For all other datasets polygons of less than 2 ha were eliminated. The map incorporates data from a statewide woody vegetation mask from the NSW Woody Vegetation Change Detection Program (Kitchen et al. 2010). 

The map is presented as a raster within an ESRI ArcGIS (9.3) geodatabase. Supersedes Keith and Simpson (2006), Keith (2004) and Pressey et al. (2000). Pressey et al. (2000) was the native veg extent product used to calculate native veg cover values for the Over-Cleared Landscapes Database prior to July 2006. 

References: Keith D. A. (2004) Ocean Shores to Desert Dunes: The native vegetation of New South Wales and the ACT. Department of Environment and Conservation, Sydney. Keith, D. A. and Simpson, C. C. (2010) Vegetation Formations of NSW (version 3.0): A seamless map for modelling fire spread and behaviour. Report to the Rural Fire Service. NSW Department of Environment and Climate Change. October 2010. Keith, D. A. and Simpson, C. C. (2006). A protocol for assessment and integration of vegetation maps, with an application to spatial data sets from south-eastern Australia. Austral Ecology 33, 761-774. Pressey, R.L., Hager, T.C., Ryan, K.M., Schwarz, J., Wall, S., Ferrier, S. and Creaser, P.M. (2000). Using abiotic data for conservation assessments over extensive regions: quantitative methods applied across New South Wales, Australia. Biological Conservation 96, 55-82.",State Government of NSW; Office of Environment and Heritage (OEH),,TRUE,Creative Commons Attribution 4.0,"State Government of NSW and Office of Environment and Heritage (OEH) 2024, Vegetation Classes of NSW (version 3.03 - 200m Raster) - David A. Keith and Christopher C. Simpson. VIS_ID 3848, accessed from The Sharing and Enabling Environmental Data Portal [https://devweb.seed.links.com.au/dataset/c6d4b6f5-a54e-4d54-8a94-a1f56c8defea], date accessed 2024-09-02.",Regional,NA,https://datasets.seed.nsw.gov.au/dataset/vegetation-classes-of-nsw-version-3-03-200m-raster-david-a-keith-and-christopher-c-simpc0917
214,neng_engl_hab_2017,Living England: Satellite-based habitat classification.,english,"The Living England project, led by Natural England, is a multi-year programme delivering a
satellite-derived national habitat layer in support of the Environmental Land Management
(ELM) System and the Natural Capital and Ecosystem Assessment (NCEA) Pilot. The
project uses a machine learning approach to image classification, developed under the
Defra Living Maps project (SD1705 – Kilcoyne et al., 2017). The method first clusters
homogeneous areas of habitat into segments using satellite imagery, then assigns each
segment to a defined list of habitat classes using Random Forest machine learning
algorithm. Phase I of the Living England project established the methodology for the
analysis, Phase II achieved an average probability of 78%, and was improved in Phase III
with an average probability of 84%. In Phase IV, further improvements to the classification
and training data has resulted in an average habitat probability of 88%. The habitat
probability reported by Living England represents the degree of agreement between the
classification map and field collected data. The probability is output on a per segment
basis and will vary between habitats and biogeographic zones.",Natural England,,TRUE,Open Government LIcence v.3.0,"KILCOYNE, A.M., ALEXANDER, R., COX, P. & BROWNETT, J. (2017). Living Maps: Satellite-based Habitat Classification. Evidence Project SD1705",National,https://nepubprod.appspot.com/file/5949975694671872,https://www.data.gov.uk/dataset/e207e1b3-72e2-4b6a-8aec-0c7b8bb9998c/living-england-habitat-map-phase-4
215,must_malawi_eco_2024,"Malawi Ecosystem Map, version 2",english,"A map showing terrestial and aquatic ecosystems was developed by combining different layers of spatial data. Wetland, river and terrestrial ecosystem data sets were used to build the most detailed national map of ecosystem types available to date for Malawi. Three main ecosystem types (aquatic - lakes, rivers and streams; wetlands and marshes; and terrestrial) were identified.",Environmental Affairs Department Malawi; Malawi University of Science and Technology,,FALSE,CC BY for POC - check again for main Atlas,"EAD & MUST. 2022. Malawi Spatial Biodiversity Assessment, version 2.0. Mapping Biodiversity Priorities Project, Lilongwe, Malawi.",Malawi,NA,NA
216,usgs_usa_nhd_2023,National Hydrography Dataset (NHD) - USGS National Map Downloadable Data Collection,english,"The National Hydrography Dataset (NHD) is a feature-based database that interconnects and uniquely identifies the stream segments or reaches that make up the nation's surface water drainage system. NHD data was originally developed at 1:100,000-scale and exists at that scale for the whole country. This high-resolution NHD, generally developed at 1:24,000/1:12,000 scale, adds detail to the original 1:100,000-scale NHD. (Data for Alaska, Puerto Rico and the Virgin Islands was developed at high-resolution, not 1:100,000 scale.) Local resolution NHD is being developed where partners and data exist. The NHD contains reach codes for networked features, flow direction, names, and centerline representations for areal water bodies. Reaches are also defined on waterbodies and the approximate shorelines of the Great Lakes, the Atlantic and Pacific Oceans and the Gulf of Mexico. The NHD also incorporates the National Spatial Data Infrastructure framework criteria established by the Federal Geographic Data Committee. For additional information on NHD, go to https://www.usgs.gov/national-hydrography.",U.S. Geological Survey,,TRUE,Unknown,"U.S. Geological Survey, 2023, National Hydrography Dataset (NHD) - USGS National Map Downloadable Data Collection: USGS - National Geospatial Technical Operations Center (NGTOC).",USA,NA,https://www.sciencebase.gov/catalog/item/4f5545cce4b018de15819ca9
217,buaa_global_glrsed_2024,A Global Lakes/Reservoirs Surface Extent Dataset (GLRSED): An integration of multi source data,english,"Global lake/reservoir surface water extent is the basic input data for many studies. Although there are some datasets at present, there are problems such as incomplete or spatial inconsistency exist among them due to various reasons like different data sources and dynamic change characteristics of the surface water. Here, a new Global Lake/Reservoir Surface Extent Dataset (GLRSED) that contains spatial extent and basic attributes (e.g., name, area, lake type and source) of 2.17 million lakes/reservoirs was produced based on HydroLAKES, GRanD and OpenStreetMap. By spatially overlaying GLRSED with other auxiliary data, we identified mountain lakes, endorheic lakes, reservoirs, glacier-fed lakes and permafrost-fed lakes, etc. In addition, we calculated the Surface Water and Ocean Topography (SWOT) orbits passing through each lake. The dataset could provide basic data for global lake/reservoir monitoring, as well as the study on the impact of human actions and climate changes on lake/reservoir freshwater availability, etc.",Beihang University (BUAA),,TRUE,ODC Open Database License v1.0,"Bingxin, B. (2024). A Global Lakes/Reservoirs Surface Extent Dataset (GLRSED): An integration of multi source data [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10599732",Global,https://doi.org/10.5281/zenodo.10599732,https://zenodo.org/records/10599732
218,sedac_global_res_2018,Global Reservoir Geometry Database,english,"This is a global-scale reservoir storage-area-depth dataset including 6,824 major reservoirs. For each reservoir, the storage-area-depth relationships were derived from an optimal geometric shape selected iteratively from five possible regular geometric shapes that minimizes the error of total storage and surface area estimation. This algorithm has been applied to 6,800 reservoirs included in the Global Reservoir and Dam database (GRanD). The relative error between the estimated and observed total storage is no more than 5% and 50% for 66% and 99% of all GRanD reservoirs, respectively. More importantly, the storage-depth profiles derived from the approximated reservoir geometry compared well with remote sensing based estimation at 40 major reservoirs from previous studies, and ground-truth measurements for 34 reservoirs in the United States and China.",Socioeconomic Data and Applications Center (SEDAC),,TRUE,Custom,"Yigzaw, W., Li, H., Demissie, Y., Hejazi, M. I., Leung, L.-. yung R., Voisin, N., & Payn, R. (2018). Global Reservoir Geometry Database [Data set]. In Water Resources Research (v1.0.0). Zenodo. https://doi.org/10.5281/zenodo.1322884",Global,https://doi.org/10.5281/zenodo.1322884,https://zenodo.org/records/1322884
